PlayerID,PlayerName
40607,Francesco Bardi
40629,Miguel Layun
40631,Juan Cuadrado
40632,Younès Belhanda
40638,Luca Marrone
40639,Iker Muniain
40640,Óscar de Marcos
40659,Alan Kardec
40662,Nicolás Colazo
40665,J. Dos Santos
40666,Andreu Fontàs
40677,Alberto Grassi
40686,Osvaldo Filho
40701,Shane Duffy
40704,Joel Ward
40709,Ishak Belfodil
40710,Maxime Gonalons
40714,Thomas Müller
40716,Erik Lamela
40725,Nicolás Otamendi
40742,A. Dragović
40744,Jakob Jantscher
40751,Adrián Ramos
40754,Dorlan Pabón
40762,Nicolás Lodeiro
40770,Karim Ansarifard
40786,Chris Wood
40791,K. Thamsatchanan
40797,Khalmukhamedov
40805,Zhang Linpeng
40822,Andreas Avraam
40838,Yaroslav Rakitskyi
40844,Giannis Fetfatzidis
40850,Douglas Costa
40870,Jens Toornstra
40871,Christian Eriksen
40873,Jonathas
40874,Bart Schenkeveld
40875,Stefan de Vrij
40882,Leandro Bacuna
40884,Darryl Lachman
40887,Filip Đuričić
40918,R. Funes Mori
40919,Roberto Pereyra
40925,Alex Teixeira
40937,Wojciech Szczęsny
40961,Khouma Babacar
40976,Írven Ávila
40987,Mathieu Peybernes
40989,Serge Aurier
40990,Anthony Lopes
41000,Rémy Cabella
41004,Fabio Borini
41006,Dedryck Boyata
41009,Danijel Aleksić
41011,Simone Verdi
41013,Maxime Lestienne
41017,Scott Robinson
41034,Markus Henriksen
41047,Pape Souaré
41063,Haris Seferović
41066,Ciro Immobile
41078,Leandro Damião
41082,Koke
41083,Eduardo Salvio
41085,Sergi Enrich
41088,Jordi Amat
41100,Juanmi
41106,Bryan Oviedo
41119,Kyle Walker
41120,Tom Cairney
41124,David Alaba
41126,Thiago Alcântara
41135,Joël Matip
41144,Radosav Petrović
41146,Søren Rieks
41153,Sebastián Coates
41160,Federico Fernández
41163,Enzo Pérez
41174,Marcos Rojo
41180,Gatito Fernández
41185,Michael Hoyos
41189,Danilo Fernandes
41200,Dodô
41201,Ralf
41204,Rafael Monteiro
41209,Thiago Heleno
41220,Gil
41227,Denis César
41232,Oscar
41234,Henrique Almeida
41235,Wellington Martins
41240,Fernandinho
41260,Raúl Ruidíaz
41270,Lucas Hoyos
41273,Leonel Vangioni
41275,J. Insaurralde
41281,Nahuel Guzmán
41295,Cristian Lema
41301,Jonathan Mensah
41323,Luis Rodríguez
41419,Matías Rodríguez
41425,Eduardo Vargas
41426,Edson Puch
41428,Marcelo Díaz
41441,Felipe Gallegos
41451,Charles Aránguiz
41464,Bryan Rabello
41471,Fabián Cerda
41509,Maximiliano Caire
41513,Jonathan Bauman
41517,Lucas Mugni
41527,Fernando Tobio
41538,Emanuel Olivera
41546,Agustín Marchesín
41547,Carlos Quintana
41555,Esteban Andrada
41558,Guido Pizarro
41570,Diego González
41581,James Rodríguez
41589,Facundo Ferreyra
41595,Enrique Bologna
41596,Nicolás Tagliafico
41619,Andrés Mosquera
41637,Felipe Pardo
41640,Carlos Bacca
41650,Vladimir Hernández
41721,Mauricio Pereyra
41843,Alexander Ring
41849,Bibras Natcho
41889,Youssef El Arabi
41897,Mathias Autret
41965,Pablo Camacho
41975,Alex González
41984,Rómulo Otero
41985,Anthony Uribe
42033,André Carrillo Díaz
42046,Kamohelo Mokotjo
42058,Geoffry Hairemans
42062,Antonio Mazzotta
42072,Serdar Aziz
42086,Luis Cardozo
42091,Iván Piris
42093,Miguel Torrén
42101,Juan Iturbe
42113,Rubén Escobar
42126,William Mendieta
42172,Ángel Mena
42173,Enner Valencia
42175,Jaime Ayoví
42181,Fernando Gaibor
42200,J. C. Paredes
42212,Dixon Arroyo
42245,E. Choupo-Moting
42246,Vincent Aboubakar
42249,Tommy Smith
42273,Paulo Victor
42274,Marcelo Lomba
42278,Guilherme Camacho
42291,Sebastian De Maio
42296,W. Ben Yedder
42303,André Santos
42304,Mexer
42316,Antoine Griezmann
42322,Kiko Femenía
42343,Josef De Souza
42348,Pizzi
42353,Grant Hanley
42363,Kenneth Zohorè
42368,Roly Bonevacia
42375,B. Martins Indi
42378,Dušan Tadić
42400,Marco van Ginkel
42402,Josué
42404,Bryan Linssen
42408,Pajtim Kasami
42415,Marko Vešović
42416,Zakaria Labyad
42422,Taulant Xhaka
42424,Granit Xhaka
42429,Juan Jesus
42432,Ibai Gómez
42440,Jordy Clasie
42446,Pavel Kadeřábek
42452,Gabriel Mercado
42453,Luis Rodríguez
42455,Ganso
42460,Arijan Ademi
42462,Alexandr Zotov
42464,Jonás Ramalho
42466,Mario Gaspar
42473,Guilherme
42479,Joel Robles
42480,Rubén Pérez
42481,Jorge Pulido
42484,Borja Bastón
42511,Stopira
42516,Sergio Álvarez
42517,Juan Muñiz
42538,Rodrigo Moreno
